movie_title,duration,gross,genres,plot_keywords,budget,title_year,imdb_score,aspect_ratio
Beverly Hills Cop II,100,153665036,Action|Comedy|Crime|Thriller,detective|police|police chief|robbery|tall woman,28000000,1987,6.4,2.35
Bringing Down the House,105,132541238,Comedy,divorce|lawyer|spanking|villain arrested|wrongful conviction,33000000,2003,5.5,2.35
The Silence of the Lambs,138,130727000,Crime|Drama|Horror|Thriller,case file|fbi agent|psycho thriller|psychopath|serial killer,19000000,1991,8.6,1.85
Wayne's World,94,121697350,Comedy|Music,basement|lead actor's first film|long hair|public access|title directed by female,20000000,1992,7,1.85
Jackass 3D,101,117224271,Action|Comedy|Documentary,full frontal male nudity|man wearing a jock strap|man wearing a thong|rear male nudity|stripped prison uniform,20000000,2010,7.1,1.78
Jaws 2,131,102922376,Adventure|Horror|Thriller,great white shark|island|mayor|police chief|shark,20000000,1978,5.7,2.35
Beverly Hills Chihuahua,91,94497271,Adventure|Comedy|Drama|Family|Romance,chihuahua|german shepherd|mexico|potted plant|tijuana mexico,20000000,2008,3.7,2.35
The Conjuring,112,137387272,Horror|Mystery|Thriller,based on true story|farmhouse|paranormal investigator|rhode island|supernatural power,20000000,2013,7.5,2.35
Are We There Yet?,95,82301521,Adventure|Comedy|Family|Romance,car fire|children|cockroach|independent film|new year,32000000,2005,4.6,1.85
Tammy,100,84518155,Comedy,alcoholic|grandmother|highway travel|niagara falls|on the road,20000000,2014,4.9,1.85
Disturbia,105,80050171,Drama|Mystery|Thriller,binoculars|electronic tag|house arrest|neighbor|watching someone,20000000,2007,6.9,1.85
School of Rock,108,81257845,Comedy|Music,battle of the bands|rock band|school teacher|substitute teacher|teacher,35000000,2003,7.1,1.85
Mortal Kombat,101,70360285,Action|Adventure|Fantasy|Sci-Fi|Thriller,based on video game|island|mortal kombat|tournament|warrior,18000000,1995,5.8,1.85
Wicker Park,114,12831121,Drama|Mystery|Romance|Thriller,flashback|flashback within a flashback|multiple perspectives|obsession|split screen,30000000,2004,7,2.35
White Chicks,109,69148997,Comedy|Crime,african american|crossdresser|fbi|undercover|vomiting,37000000,2004,5.4,1.85
The Descendants,115,82624961,Comedy|Drama,boating accident|daughters|father daughter relationship|hospital|marriage,20000000,2011,7.3,2.35
Holes,117,67325559,Adventure|Comedy|Drama|Family|Mystery,bad luck|camp|curse|digging|hole,20000000,2003,7.1,1.85
The Last Song,107,62933793,Drama|Family|Music|Romance,beach|fire|love|pianist|summer,20000000,2010,5.8,2.35
12 Years a Slave,134,56667870,Biography|Drama|History,racism|separation from family|social injustice|torture|whipping,20000000,2013,8.1,2.35
Drumline,118,56398162,Comedy|Drama|Music|Romance,drumline|drummer|fish out of water|marching band|university,20000000,2002,5.7,2.35
Why Did I Get Married Too?,121,60072596,Comedy|Drama|Romance,question mark in title|returning character killed off|sequel|six word title|writer director,20000000,2010,4.4,1.85
Edward Scissorhands,105,56362352,Fantasy|Romance,creation|inventor|magical realism|scissors|suburb,20000000,1990,7.9,1.85
Me Before You,110,56154094,Drama|Romance,accident|caretaker|economic hardship|quadriplegic|wheelchair,20000000,2016,7.6,2.35
Madea's Witness Protection,114,65623128,Comedy|Crime|Drama,critically bashed|culture shock|interracial relationship|madea series|ponzi scheme,20000000,2012,4.8,1.85
Date Movie,85,48546578,Comedy|Romance,female protagonist|greek|overweight|spoof|wedding planner,20000000,2006,2.7,1.85
Return to Never Land,72,48423368,Adventure|Animation|Family|Fantasy,1940s|gang that lives together|outlaw gang|rescue|sequel,20000000,2002,5.8,1.66
Selma,128,52066000,Biography|Drama|History,civil rights|courage|protest|selma alabama|u.s. politics,20000000,2014,7.5,2.35
The Jungle Book 2,72,47887943,Adventure|Animation|Family|Musical,dog|jungle|shot gun|tiger|village,20000000,2003,5.4,1.85
Boogeyman,89,46363118,Drama|Horror|Mystery|Thriller,boogeyman|childhood|fear|hometown|uncle,20000000,2005,4.1,1.85
Premonition,96,47852604,Drama|Mystery|Thriller,car|car accident|housewife|sheriff|suburb,20000000,2007,5.9,2.35
The Tigger Movie,77,45542421,Animation|Comedy|Drama|Family|Musical,cartoon tiger|coming of age|tiger|tigger|title directed by female,30000000,2000,6.3,1.78
Max,111,42652003,Adventure|Family,afghanistan|death of marine|dog|dog adoption|man dog relationship,20000000,2015,6.8,2.35
Epic Movie,93,39737645,Adventure|Comedy,chocolate|chocolate factory|factory|orphan|student,20000000,2007,2.3,1.85
Conan the Barbarian,129,37567440,Adventure|Fantasy,actual animal killed|cult|evil sorcerer|gladiator|warlord,20000000,1982,6.9,2.35
Spotlight,128,44988180,Biography|Crime|Drama|History,cover up|investigation|journalist|newspaper|sexual abuse,20000000,2015,8.1,1.85
Lakeview Terrace,110,39263506,Crime|Drama|Thriller,interracial couple|lapd|male nudity|neighbor|nudity,22000000,2008,6.1,2.35
The Grudge 2,137,39143839,Horror|Thriller,curse|ghost|haunted house|high school|schoolgirl,20000000,2006,5,1.85
How Stella Got Her Groove Back,124,37672350,Comedy|Drama|Romance,female protagonist|jamaica|six word title|tragic event|vacation,20000000,1998,5.5,1.85
Bill & Ted's Bogus Journey,93,38037513,Adventure|Comedy|Fantasy|Music|Sci-Fi,battle of the bands|bill and ted|heaven|hell|robot,20000000,1991,6.2,1.85
Man of the Year,115,37442180,Comedy|Drama|Romance|Thriller,campaign|election|president|presidential election|satire,20000000,2006,6.2,2.35
The American,105,35596227,Crime|Drama|Thriller,ambush|assassin|priest|prostitute|sweden,20000000,2010,6.3,2.35
Selena,127,35422828,Biography|Drama|Music,latin music|marriage|on tour|singer|tejano,20000000,1997,6.7,2.35
Vampires Suck,82,36658108,Comedy,cat|friend|love|sheriff|teenager,20000000,2010,3.5,1.85
Babel,143,34300771,Drama,american|destiny|mexican border|multiple perspectives|muslim,25000000,2006,7.5,1.85
This Is Where I Leave You,103,34290142,Comedy|Drama,brother sister relationship|childhood home|man child|sibling|vomiting,19800000,2014,6.6,2.35
Doubt,104,33422556,Drama|Mystery,boy|catholic|nun|priest|student,20000000,2008,7.5,1.85
Team America: World Police,98,32774834,Action|Comedy,actor|arab stereotype|broadway|terrorist|vomiting,30000000,2004,7.2,2.35
Texas Chainsaw 3D,92,34334256,Horror|Thriller,chainsaw|halloween|mansion|massacre|texas,11000000,2013,4.8,2.35
Copycat,123,32051917,Crime|Drama|Mystery|Thriller,agoraphobia|copycat murder|detective|psychologist|serial killer,20000000,1995,6.6,2.35
Scary Movie 5,88,32014289,Comedy,2010s|ape|ballet|psychic|supernatural,20000000,2013,3.5,1.85
Milk,128,31838002,Biography|Drama|History,california|gay|gay activist|gay pickup|gay rights,20000000,2008,7.6,1.85
Risen,107,36874745,Action|Adventure|Drama|Mystery,biblical|crucifixion|judea|resurrection|roman soldier,20000000,2016,6.3,2.35
Ghost Ship,91,30079316,Horror,decapitation|ghost ship|passenger|severed head|torso cut in half,35000000,2002,5.5,1.85
A Very Harold & Kumar 3D Christmas,90,35033759,Adventure|Comedy,christmas|christmas tree|fire|new york city|stoner,19000000,2011,6.3,2.35
Wild Things,115,29753944,Crime|Drama|Mystery|Thriller,erotic thriller|forbidden sex|lesbian sex|sex with a student|taboo sex,20000000,1998,6.5,2.35
The Debt,113,31146570,Drama|Thriller,east berlin|kiev ukraine|mossad|nazi|nazi war criminal,20000000,2010,6.9,2.35
High Fidelity,113,27277055,Comedy|Drama|Music|Romance,employer employee relationship|record store|store|thirty something|vinyl,20000000,2000,7.6,1.85
One Missed Call,87,26876529,Horror|Mystery,death|lifting someone into the air|telephone|telephone call|voice mail,27000000,2008,3.9,1.85
Eye for an Eye,101,53146000,Crime|Drama|Thriller,justice|rape|self defense|support group|vigilante,20000000,1996,6.1,1.85
The Bank Job,111,30028592,Crime|Drama|Romance|Thriller,chase|heist|london england|mobster|safe deposit,20000000,2008,7.3,2.35
Eternal Sunshine of the Spotless Mind,108,34126138,Drama|Fantasy|Romance|Sci-Fi,borderline personality disorder|loneliness|memory|playing against type|retrograde narrative,20000000,2004,8.3,1.85
You Again,105,25677801,Comedy|Family|Romance,dancing|dog|flight|hostility|travel,20000000,2010,5.8,2.35
Street Kings,109,26415649,Action|Crime|Drama|Thriller,captain|lapd|murder|undercover cop|violence,20000000,2008,6.8,2.35
The World's End,109,26003149,Action|Comedy|Sci-Fi,alcoholic|doppelganger|group therapy|self mutilation|twin actresses for twin sisters,20000000,2013,7,2.35
Nancy Drew,99,25584685,Comedy|Crime|Family|Mystery|Romance|Thriller,chase|clue|detective|movie star|murder,20000000,2007,5.9,2.35
Daybreakers,98,29975979,Action|Horror|Sci-Fi|Thriller,blood|rationing|vampire|vampire society|year 2019,20000000,2009,6.5,2.35
She's Out of My League,104,31584722,Comedy|Romance,airport|airport security|confidence|iphone|love,20000000,2010,6.4,2.35
Monte Carlo,109,23179303,Adventure|Comedy|Family|Romance,cell phone|hotel|misunderstanding|monte carlo|young woman,20000000,2011,5.8,1.85
Stay Alive,75,23078294,Horror|Thriller,countess|game reality crossover|ghost|group of friends|tower,9000000,2006,5.1,2.35
Quigley Down Under,119,21413105,Action|Adventure|Drama|Romance|Western,aborigine|australian|australian aborigine|australian outback|rancher,20000000,1990,6.8,2.35
Alpha and Omega,90,25077977,Adventure|Animation|Comedy|Family|Romance,arranged marriage|geese|idaho|national park|park,20000000,2010,5.3,1.85
The Covenant,97,23292105,Action|Fantasy|Horror|Thriller,family secret|friendship between men|magic|supernatural power|teenager,20000000,2006,5.3,2.35
Shorts,89,20916309,Comedy|Family|Fantasy,boy|family relationships|rock|twin|two headed person,40000000,2009,4.9,1.85
To Die For,106,21200000,Comedy|Crime|Drama,career|fame|murder|new hampshire|television,20000000,1995,6.8,1.85
Vampires,104,20241395,Action|Horror|Thriller,cross|relic|team|vampire|vampire hunter,20000000,1998,6.1,2.35
Psycho,108,32000000,Horror|Mystery|Thriller,money|motel|rain|shower|theft,806947,1960,8.5,1.85
My Best Friend's Girl,112,19151864,Comedy|Romance,breasts|female rear nudity|jesus crust pizza parlor|thong panties|wedding,40000000,2008,5.9,1.85
Endless Love,104,23393765,Drama|Romance,brother sister relationship|high school graduation|love|sparkler|unfaithful husband,20000000,2014,6.3,2.35
Georgia Rule,113,18882880,Comedy|Drama,alcoholic|rules|secret|summer|teenager,20000000,2007,5.9,2.35
Under the Rainbow,98,8500000,Comedy,assassin|hotel|japanese tourist|secret service|wizard of oz,20000000,1981,5.4,1.78
Simon Birch,114,18252684,Comedy|Drama|Family,boy|christmas|christmas pageant|friendship|illegitimate son,30000000,1998,6.9,1.85
Reign Over Me,124,19661987,Drama,college|depression|grief|mental breakdown|post september 11 2001,20000000,2007,7.5,2.35
Into the Wild,148,18352454,Adventure|Biography|Drama,alaska|based on true story|male nudity|self discovery|wilderness,15000000,2007,8.2,2.35
School for Scoundrels,108,17803796,Comedy,paintball|paintball gun|pepper spray|tennis|what happened to epilogue,20000000,2006,5.9,2.35
Silent Hill: Revelation 3D,95,17529157,Adventure|Drama|Horror|Mystery|Thriller,18th birthday|alternate reality|introduction|nightmare|on the run,20000000,2012,5,2.35
From Dusk Till Dawn,108,25753840,Crime|Fantasy|Horror,brother|human versus vampire|rapist|stripper|vampire,19000000,1996,7.3,1.85
Pooh's Heffalump Movie,68,18081626,Animation|Family|Fantasy|Mystery,creature|forest|mother son relationship|rabbit|winnie the pooh,20000000,2005,6.4,1.85
Home for the Holidays,103,17518220,Comedy|Drama|Romance,dinner|gay interest|gay sibling|homosexual|thanksgiving,20000000,1995,6.6,1.85
Kung Fu Hustle,99,17104669,Action|Comedy|Crime|Fantasy,1940s|axe|china|gang|sign language,20000000,2004,7.8,2.35
The Country Bears,88,16988996,Comedy|Family|Music|Musical,animal in title|bear|box office flop|disney|satire,35000000,2002,4,1.85
The Kite Runner,128,15797907,Drama,afghanistan|based on novel|boy|friend|kite,20000000,2007,7.6,2.35
21 Grams,124,16248701,Drama,accident|faith|love|mathematician|nonlinear timeline,20000000,2003,7.7,1.85
Paparazzi,84,15712072,Action|Crime|Drama|Thriller,actor|coma|movie star|paparazzi|revenge,20000000,2004,5.8,2.35
Twilight,122,191449475,Drama|Fantasy|Romance,blood|high school|love|school|vampire,37000000,2008,5.2,2.35
A Guy Thing,101,15408822,Comedy|Romance,bachelor party|climbing a tree|taxi|toilet|wedding,20000000,2003,5.6,1.85
Loser,98,15464026,Comedy|Romance,college|loser|love|new york city|overdose,20000000,2000,5.3,1.85
The Greatest Story Ever Told,225,8000000,Biography|Drama|History,70mm film|biblical epic|faith|jewish|king herod,20000000,1965,6.6,2.76
Disaster Movie,88,14174654,Comedy,disaster|glass|mousetrap|natural disaster|scatological humor,25000000,2008,1.9,1.85
Armored,88,15988876,Action|Crime|Thriller,armored truck|blood splatter|die hard scenario|guard|heist,27000000,2009,5.7,2.35
The Man Who Knew Too Little,94,13801755,Action|Comedy|Crime|Thriller,assassin|bomb|dominatrix|mistaken identity|spy,20000000,1997,6.6,1.85
What's Your Number?,117,13987482,Comedy|Romance,ex boyfriend|morning after|prince charming|quarrel|womanizer,20000000,2011,6,1.85
Lockout,95,14291570,Action|Adventure|Sci-Fi|Thriller,bodyguard|maximum security prison|outer space|president|prison,20000000,2012,6.1,2.35
Envy,99,12181484,Comedy,best friend|dog|envy|jealousy|neighbor,40000000,2004,4.8,1.85
Crank: High Voltage,96,13630226,Action|Crime|Sci-Fi|Thriller,artificial heart|heart|horse penis|prostitute|stripper,20000000,2009,6.2,1.85
Bullets Over Broadway,98,13383737,Comedy|Crime,actress|bodyguard|new york city|play|playwright,20000000,1994,7.5,1.85
One Night with the King,123,13391174,Biography|Drama|History,biblical|book of esther|esther|persia|treachery,20000000,2006,6.3,2.35
The Quiet American,101,12987647,Drama|Mystery|Romance|Thriller|War,american|french|saigon|vietnam|vietnamese,30000000,2002,7.1,2.35
The Weather Man,102,12469811,Comedy|Drama,corndog|failure|funeral in the rain|new york city|weatherman,22000000,2005,6.6,1.85
Undisputed,94,12398628,Action|Crime|Drama|Sport,boxing|fight|heavyweight champion|iceman|prison,20000000,2002,6.1,2.35
Ghost Town,102,13214030,Comedy|Drama|Fantasy|Romance,bouquet of roses|bright light|cardiopulmonary resuscitation|ghost|white rose,20000000,2008,6.7,1.85
12 Rounds,108,12232937,Action|Crime|Thriller,2000s|detective|sadist|terrorism|terrorist,22000000,2009,5.6,2.35
Let Me In,116,12134420,Drama|Fantasy|Horror|Mystery,blood|boy|night|school|vampire,20000000,2010,7.2,2.35
3 Ninjas Kick Back,93,11784000,Action|Comedy|Family,1990s|dagger|japan|mousetrap|stick fight,20000000,1994,4.3,1.85
Be Kind Rewind,102,11169531,Comedy,friend|power plant|sabotage|store clerk|video store,20000000,2008,6.4,2.35
Mrs Henderson Presents,103,11034436,Comedy|Drama|Music|War,anti semitism|breasts|chamberlain|friend|theatre,20000000,2005,7.1,1.85
Triple 9,115,12626905,Action|Crime|Drama|Thriller,betrayal|corrupt cop|heist|murder of a police officer|police detective,20000000,2016,6.3,2.35
Deconstructing Harry,96,10569071,Comedy,marriage|novelist|panties pulled down|writer's block|writing,20000000,1997,7.4,1.85
Three to Tango,98,10544143,Comedy|Romance,architect|award|farce|love|misunderstanding,20000000,1999,6.1,1.37
Burnt,101,13650738,Comedy|Drama,chef|gay kiss|michelin star|restaurant|violent behavior,20000000,2015,6.6,2.35
We're No Angels,106,10555348,Comedy|Crime,con|convict|escape|police|priest,20000000,1989,6,2.35
Everyone Says I Love You,101,9714482,Comedy|Musical|Romance,engagement|grandfather|liberal|maid|song,20000000,1996,6.8,1.85
Death at a Funeral,87,8579684,Comedy,end credits roll call|four word title|funeral|secret|uncle,9000000,2007,7.4,1.85
Death Sentence,111,9525276,Action|Crime|Thriller,blood|death|gang|murder|revenge,20000000,2007,6.8,2.35
Everybody's Fine,99,8855646,Adventure|Drama,bus trip|parental love|retirement|surprise visit|train ride,21000000,2009,7.2,2.35
Superbabies: Baby Geniuses 2,88,9109322,Comedy|Family|Sci-Fi,computer|good versus evil|mind control|science experiment|sequel,20000000,2004,1.9,2.35
The Man,83,8326035,Action|Comedy|Crime,buddy comedy|criminal|gun smuggling|mistaken identity|salesman,33000000,2005,5.5,1.85
Code Name: The Cleaner,91,8104069,Action|Comedy|Crime,comic violence|hand to hand combat|kung fu|talking to self in mirror|violence,20000000,2007,4.5,1.85
Connie and Carla,108,8054280,Comedy|Crime|Music,box office flop|drag queen|gender disguise|mafia|witness,20000000,2004,6.3,1.85
Inherent Vice,148,8093318,Comedy|Crime|Drama|Mystery|Romance,1960s|based on novel|ex boyfriend ex girlfriend relationship|southern california|voice over narration,20000000,2014,6.7,1.85
Doogal,77,7382993,Adventure|Animation|Comedy|Family|Fantasy,diamond|lava|magic|mountain|sorcerer,20000000,2006,2.8,1.85
Battle of the Year,110,8888355,Drama|Music,3 dimensional|box office flop|critically bashed|dancing,20000000,2013,5,1.85
An American Carol,83,7001720,Comedy|Fantasy,arab stereotype|box office flop|documentary filmmaker|filmmaker|terrorist,12000000,2008,4.3,2.35
Machete Kills,107,7268659,Action|Comedy|Crime|Thriller,arms dealer|battle|bomb|machete|missile,20000000,2013,5.6,1.85
Willard,100,6852144,Drama|Horror|Sci-Fi|Thriller,at work|rat|revenge|vermin|work,22000000,2003,6.2,2.35
Strange Wilderness,87,6563357,Adventure|Comedy,bigfoot|critically bashed|ecuador|friend|tv show,20000000,2008,5.3,2.35
Topsy-Turvy,154,6201757,Biography|Comedy|Drama|History|Music|Musical,19th century|exhibition|gilbert and sullivan|gilbert and sullivan's princess ida|japanese,10000000,1999,7.4,1.66
A Dangerous Method,99,5702083,Biography|Drama|Thriller,carl jung|patient|psychoanalysis|russian|sigmund freud,15000000,2011,6.5,1.85
A Scanner Darkly,100,5480996,Animation|Drama|Mystery|Sci-Fi|Thriller,detective|drugs|substance d|undercover|undercover cop,8700000,2006,7.1,1.85
Chasing Mavericks,116,6002756,Biography|Drama|Sport,box office flop|no opening credits|surfing|two word title|year 1987,20000000,2012,7.2,1.85
Alone in the Dark,94,5132655,Horror|Sci-Fi,artifact|creature|darkness|demon|museum,20000000,2005,2.3,2.35
Bandslam,111,5205343,Comedy|Drama|Family|Music|Romance,battle of the bands|high school|rock 'n' roll|school|teenager,20000000,2009,6.4,2.35
Birth,100,5005883,Drama|Mystery|Romance|Thriller,birthday|boy|dead husband|death|widow,20000000,2004,6.1,1.85
A Most Violent Year,125,5749134,Action|Crime|Drama|Thriller,american dream|immigrant|new york city|oil|violence,20000000,2014,7,2.35
Flash of Genius,119,4234040,Biography|Drama,flash of genius|genius|intellectual property|professor|university,20000000,2008,7,2.35
I'm Not There.,135,4001121,Biography|Drama|Music,1960s|actor|horseback riding|reporter|riding the rails,20000000,2007,7,2.35
The Cold Light of Day,93,3749061,Action|Thriller,driving a car down stairs|duct tape gag|held captive|murder of a police officer|sailing,20000000,2012,4.9,2.35
The Brothers Bloom,114,3519627,Adventure|Comedy|Drama|Romance,con man|eccentric|heiress|love|revenge,20000000,2008,6.9,2.35
"Synecdoche, New York",124,3081925,Comedy|Drama|Romance,actress|director|play|theatre director|warehouse,21000000,2008,7.5,2.35
Princess Mononoke,134,2298191,Adventure|Animation|Fantasy,anime|cult film|forest|princess|studio ghibli,2400000000,1997,8.4,1.85
Bon voyage,114,2353728,Comedy|Drama|Mystery|Romance|Thriller|War,actress|bordeaux|german|heavy water|nazi,20000000,2003,6.9,2.35
Can't Stop the Music,124,2000000,Biography|Comedy|Musical,male frontal nudity|male full frontal nudity|male nudity|male rear nudity|new york city,20000000,1980,4.5,2.35
The Proposition,104,1900725,Crime|Drama|Western,aborigine|foreboding|gang|hideout|outlaw,2000000,2005,7.4,2.35
Courage,118,2246000,Biography|Drama|Sport,coach|football|football movie|football team|high school sweethearts,20000000,2015,7,2.35
Marci X,80,1646664,Comedy|Music,female protagonist|hip hop|jewish american princess|rapper|record label,20000000,2003,2.8,1.85
Equilibrium,107,1190018,Action|Drama|Sci-Fi|Thriller,cleric|dystopia|fascist|law|neo noir,20000000,2002,7.5,2.35
The Children of Huang Shi,125,1027749,Drama|War,british|communist|journalist|nurse|orphan,40000000,2008,7.1,2.35
The Yards,115,882710,Crime|Drama|Romance|Thriller,best friend|corruption|fall to death|female nudity|friend,24000000,2000,6.4,2.35
By the Sea,122,531009,Drama|Romance,cheating wife|cigarette smoking|male in shower|male nudity|male rear nudity,10000000,2015,5.3,2.35
Steamboy,103,410388,Action|Adventure|Animation|Family|Sci-Fi|Thriller,19th century|ball|boy|inventor|steam,2127519898,2004,6.9,1.85
The Game of Their Lives,101,375474,Drama|History|Sport,1950s|brazil|soccer|soccer movie|world cup,20000000,2005,6.2,2.35
Rapa Nui,107,305070,Action|Adventure|Drama|History|Romance,easter island|location in title|statue|topless female nudity|two word title,20000000,1994,6.4,2.35
Les couloirs du temps: Les visiteurs II,118,146072,Comedy|Family|Fantasy|Sci-Fi,jewel|knight|magical potion|sequel|time travel comedy,140000000,1998,6,2.35
Dylan Dog: Dead of Night,107,1183354,Action|Comedy|Crime|Fantasy|Horror|Mystery|Sci-Fi|Thriller,close up of eyes|monster|quirkiness|supernatural|vomiting,20000000,2010,5.1,2.35
People I Know,100,121972,Crime|Drama|Mystery,actor|client|new york|protection|scandal,22000000,2002,5.5,1.85
The Tempest,110,263365,Comedy|Drama|Fantasy|Romance,banishment|sorcery|spirit|staff|storm at sea,20000000,2010,5.4,2.35
The Painted Veil,125,8047690,Drama|Romance,china|cholera|epidemic|love|marriage,19400000,2006,7.5,2.35
The Baader Meinhof Complex,184,476270,Action|Biography|Crime|Drama,bonn germany|failed kidnapping|handcuffs|projectile|terrorist,20000000,2008,7.4,1.85
Dances with Wolves,236,184208848,Adventure|Drama|Western,friendship|frontier|honor|outpost|soldier,22000000,1990,8,2.35
Bad Teacher,97,100292856,Comedy,boob job|breast enlargement|breast surgery|cheating on a test|ejaculation,20000000,2011,5.7,1.85
Sea of Love,113,58571513,Crime|Drama|Mystery|Thriller,detective|love|single|suspect|title from song,19000000,1989,6.8,1.85
A Cinderella Story,95,51431160,Comedy|Family|Romance,cinderella story|correspondence|evil step mother|female protagonist|teenage girl,20000000,2004,5.9,1.85
Scream,103,103001286,Horror|Mystery,mask|mystery killer|slasher|teenage girl|telephone,15000000,1996,7.2,2.35
Thir13en Ghosts,91,41867960,Horror,collector|ghost|ghost hunter|glass house|machine,20000000,2001,5.5,1.33
Back to the Future,116,210609762,Adventure|Comedy|Sci-Fi,clock tower|delorean|future|time travel|time travel comedy,19000000,1985,8.5,1.18
House on Haunted Hill,93,40846082,Horror|Mystery|Thriller,billionaire|corpse|eccentric|haunted hospital|haunted house,19000000,1999,5.6,1.37
I Can Do Bad All by Myself,113,51697449,Comedy|Drama,aunt|immigrant|looting|love|nightclub singer,13000000,2009,4.1,1.85
The Switch,101,27758465,Comedy|Drama|Romance,artificial insemination|best friend|new york city|sperm|sperm donor,19000000,2010,6.1,2.35
Just Married,95,56127162,Comedy|Romance,fall|honeymoon|love|marriage|newlywed,18000000,2003,5.4,1.85
The Devil's Double,109,1357042,Biography|Drama|Thriller,betrayal|debauchery|lust|palace|saddam hussein,15000000,2011,7.1,2.35
Thomas and the Magic Railroad,85,15911333,Adventure|Comedy|Drama|Family|Fantasy,locomotive|magic|mountain|railroad|steam locomotive,19000000,2000,3.6,1.85
The Crazies,101,39103378,Horror|Thriller,deputy|iowa|rural setting|sheriff|survival,20000000,2010,6.5,2.35
Spirited Away,125,10049886,Adventure|Animation|Family|Fantasy,anime|bathhouse|pig|spirit|work,19000000,2001,8.6,1.85
The Bounty,132,8600000,Action|Adventure|Drama|History|Romance,lieutenant|lifeboat|mutiny|sailing ship|ship,25000000,1984,7,2.35
The Book Thief,131,21483154,Drama|War,basement|book|girl|library|track,19000000,2013,7.6,2.35
Sex Drive,129,8396942,Adventure|Comedy|Romance,amish|friend|friendship|high school|virgin,19000000,2008,6.5,1.85
Leap Year,100,12561,Comedy|Romance,ireland|irish|journey|tradition|travel,19000000,2010,6.4,2.35
Take Me Home Tonight,97,6923891,Comedy|Drama|Romance,friend|night|party|sex scene|sister,23000000,2011,6.3,2.35
The Nutcracker,92,2119994,Family|Fantasy|Music,christmas|lifting female in air|lifting male in air|lifting someone into the air|little girl,19000000,1993,5.7,1.85
Kansas City,116,1292527,Crime|Drama|Music|Thriller,1930s|election|female frontal nudity|kansas city|politician,19000000,1996,6.3,1.85
The Amityville Horror,90,64255243,Drama|Horror|Mystery|Thriller,ghost|haunted house|murder|nightmare|priest,19000000,2005,6,2.35
Adaptation.,81,22245861,Comedy|Drama,book|orchid|screenwriter|thief|twin,19000000,2002,7.7,1.85
Land of the Dead,97,20433940,Horror,apocalypse|mercenary|skyscraper|urban setting|zombie apocalypse,15000000,2005,6.2,2.35
Fear and Loathing in Las Vegas,118,10562387,Adventure|Comedy|Drama,american dream|convertible|drugs|journalist|lawyer,18500000,1998,7.7,2.35
The Invention of Lying,100,18439082,Comedy|Fantasy|Romance,genetics|heaven|lie|screenwriter|truth,18500000,2009,6.4,1.85
Neighbors,97,150056505,Comedy,broken leg|friendship|jewish|topless female nudity|urination,18000000,2014,6.4,2.35
The Mask,114,119938730,Action|Comedy|Crime|Fantasy,bank|bank clerk|gangster|loki|mask,18000000,1994,6.9,1.85
Big,130,114968774,Comedy|Drama|Family|Fantasy|Romance,friend|job|new york city|toy|wish,18000000,1988,7.3,1.85
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,82,128505958,Comedy,california|city|kazakhstan|travel|tv reporter,18000000,2006,7.3,1.85
Legally Blonde,96,95001351,Comedy|Romance,blonde|harvard|law|law school|sorority,18000000,2001,6.2,2.35
Star Trek III: The Search for Spock,105,76400000,Action|Adventure|Sci-Fi,dying planet|planet|regaining one's memory|sacrifice|stabbed to death,17000000,1984,6.6,2.35
The Exorcism of Emily Rose,122,75072454,Drama|Horror|Thriller,death|demonic possession|exorcism|lawyer|priest,20000000,2005,6.7,2.35
Deuce Bigalow: Male Gigolo,88,65535067,Comedy|Romance,aquarium|fish|fish tank|gigolo|norwegian,17000000,1999,5.7,1.85
Left Behind,110,13998282,Action|Drama|Fantasy|Mystery|Thriller,bible quote|chaos|faith|riot|shrine,16000000,2014,3.1,2.35
The Family Stone,103,6061759,Comedy|Drama|Romance,christmas|cruelty|ring|secret|tension,17000000,2005,6.3,1.85
Barbershop 2: Back in Business,106,64955956,Comedy|Drama,barbecue|barbershop|blaxploitation|marriage|politics,18000000,2004,5.7,1.85
Bad Santa,98,60057639,Comedy|Crime|Drama,bartender|christmas|christmas eve|department store|drink,18000000,2003,7.1,1.85
Austin Powers: International Man of Mystery,68,53868030,Comedy|Crime,cartoon on tv|reference to frankenstein|reference to jimi hendrix|scene during end credits|surrealism,17000000,1997,7,2.35
My Big Fat Greek Wedding 2,94,59573085,Comedy|Family|Romance,family restaurant|greek|remarriage|suburb|wedding,18000000,2016,6.1,2.35
Diary of a Wimpy Kid: Rodrick Rules,99,52691009,Comedy|Family,brother|middle school|no opening credits|photograph|school,21000000,2011,6.6,2.35
Predator,107,59735548,Action|Horror|Sci-Fi,box office hit|commando|death of friend|jungle|severed arm,15000000,1987,7.8,1.85
Amadeus,180,51600000,Biography|Drama|History|Music,1800s|classical composer|composer|first person narration|opera,18000000,1984,8.3,2.35
Prom Night,89,43818159,Horror|Mystery,friend|hotel|killer|murder|prom,20000000,2008,3.9,2.35
Mean Girls,97,86049418,Comedy,bully|clique|high school|high school girl|secret,17000000,2004,7,1.85
Under the Tuscan Sun,113,43601508,Comedy|Drama|Romance,author|book|vacation|villa|writer,18000000,2003,6.7,1.85
Gosford Park,131,41300105,Drama|Mystery,country house|murder|producer|servant|shooting party,19800000,2001,7.3,2.35
